Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,Developer,Rating
Kororinpa: Marble Mania,Wii,2006,Puzzle,Nintendo,0.13,69,8.7,Hudson,E
Ken to Mahou to Gakuen Mono. 3,PSP,2010,Role-Playing,Acquire,0.13,,,,
The Flintstones: Bedrock Bowling,PS,2000,Sports,Ubisoft,0.13,,,,
NHL 2003,GC,2002,Sports,Electronic Arts,0.13,79,6.3,EA Sports,E
Chicken Run,PS,2000,Adventure,Eidos Interactive,0.13,75,6.2,Blitz Games,E
Injustice: Gods Among Us,PSV,2013,Fighting,Warner Bros. Interactive Entertainment,0.13,,,,
Fatal Inertia,X360,2007,Racing,Tecmo Koei,0.13,61,4.2,Koei,E10+
Over the Hedge: Hammy Goes Nuts!,DS,2006,Platform,Activision,0.13,,,,
Phantom Brave: We Meet Again,Wii,2009,Role-Playing,Nippon Ichi Software,0.13,76,7.1,Nippon Ichi Software,T
NHL 2K9,PS3,2008,Sports,Take-Two Interactive,0.13,70,,Visual Concepts,E10+
Shining Force III,SAT,1997,Strategy,Sega,0.13,,,,
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,2011,Sports,Konami Digital Entertainment,0.13,,,,
Tales of the Heroes: Twin Brave,PSP,2012,Role-Playing,Namco Bandai Games,0.13,,,,
WWE Survivor Series,GBA,2004,Fighting,THQ,0.13,55,8.2,Natsume,T
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,DS,2006,Action,Sega,0.13,,,,
Kung-Fu: High Impact,X360,2011,Action,Black Bean Games,0.13,56,7.8,Virtual Air Guitar Company,T
Euro Truck Simulator 2,PC,2012,Action,SCS Software,0.13,79,8.7,SCS Software,
Bakugan: Battle Trainer,DS,2010,Action,Activision,0.13,,,,
Super Robot Wars BX,3DS,2015,Action,Namco Bandai Games,0.13,,,,
Tomb Raider: Legend,XB,2006,Action,Eidos Interactive,0.13,82,7.2,Crystal Dynamics,T
Nagano Winter Olympics '98,PS,1997,Sports,Konami Digital Entertainment,0.13,,,,
I Spy: Universe,DS,2010,Puzzle,Scholastic Inc.,0.13,,,"Big Blue Bubble Inc., Scholastic, Inc.",E
Ninjatown,DS,2008,Strategy,SouthPeak Games,0.13,80,8.3,"Venan Entertainment, Cashmere Prod.",E
Warcraft III: Reign of Chaos,PC,2002,Strategy,Vivendi Games,0.13,92,9.1,Blizzard Entertainment,T
Winning Post 5,PS2,2001,Sports,Tecmo Koei,0.13,,,,
Frogger Beyond,GC,2002,Platform,Konami Digital Entertainment,0.13,60,7.2,Konami,E
Lord of the Rings: Tactics,PSP,2005,Strategy,Electronic Arts,0.13,,,,
RPG Maker II,PS2,2002,Role-Playing,Enterbrain,0.13,65,8.8,Kuusou Kagaku,E
The Oregon Trail,3DS,2011,Simulation,Crave Entertainment,0.13,,,,
Alone in the Dark: Inferno,PS3,2008,Adventure,Atari,0.13,69,5.6,Eden Studios,M
TRON: Evolution,PSP,2010,Action,Disney Interactive Studios,0.13,,,SuperVillain Studios,E10+
Gravity Rush Remastered,PS4,2015,Action,Sony Computer Entertainment,0.13,80,8.2,Bluepoint Games,T
Destruction Derby Arenas,PS2,2004,Racing,Sony Computer Entertainment,0.13,57,7.8,Studio 33,T
Dengeki Bunko Fighting Climax,PSV,2014,Fighting,Sega,0.13,75,8.5,Sega,T
MLB Power Pros 2008,Wii,2008,Sports,Konami Digital Entertainment,0.13,79,8.7,Konami,E
Littlest Pet Shop: Spring,DS,2009,Simulation,Electronic Arts,0.13,,,Electronic Arts,E
The Unholy War,PS,1998,Strategy,Eidos Interactive,0.13,,,,
Cabela's Dangerous Hunts 2009,X360,2008,Sports,Activision,0.13,42,,FUN Labs,T
Rumble Roses XX,X360,2006,Fighting,Konami Digital Entertainment,0.13,62,6.6,Konami,M
Total War: WARHAMMER,PC,2016,Strategy,Sega,0.13,86,7.3,Creative Assembly,T
Wantame Music Channel: Doko Demo Style,DS,2007,Misc,Capcom,0.13,,,,
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,2005,Platform,Ubisoft,0.13,,,,
Shaman King: Power of Spirit,PS2,2004,Adventure,Konami Digital Entertainment,0.13,54,8.2,WinkySoft,T
Anno 1701: Dawn of Discovery,DS,2007,Simulation,Touchstone,0.13,78,7.5,Sunflowers Interactive,E
Soccer Tsuku DS: World Challenge 2010,DS,2010,Sports,Sega,0.13,,,,
The BIGS 2,PS3,2009,Sports,Take-Two Interactive,0.13,80,7.6,Blue Castle Games,E10+
LEGO Legends of Chima: Laval's Journey,PSV,2013,Adventure,Warner Bros. Interactive Entertainment,0.13,64,6.6,TT Games,E10+
DreamWorks Super Star Kartz,Wii,2011,Racing,Activision,0.13,,,Activision,E
Contra III: The Alien Wars,SNES,1992,Shooter,Konami Digital Entertainment,0.13,,,,
The Amazing Race,Wii,2010,Misc,Ubisoft,0.13,,,Ludia Inc.,E
Dead to Rights: Reckoning,PSP,2005,Shooter,Electronic Arts,0.13,54,7.2,Rebellion,M
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011,Role-Playing,Square Enix,0.13,,,,
NBA 08,PS3,2007,Sports,Sony Computer Entertainment,0.13,63,6,SCEA San Diego Studios,E
Hasbro Family Fun Pack,XOne,2015,Misc,Ubisoft,0.13,,,Ubisoft,E10+
Amagami,PS2,2009,Adventure,Enterbrain,0.13,,,,
No Fear Downhill Mountain Biking,PS,1998,Sports,Codemasters,0.13,,,,
NCIS,Wii,2011,Adventure,Ubisoft,0.13,,,Ubisoft,T
The IdolM@ster: One for All,PS3,2014,Misc,Namco Bandai Games,0.13,,,,
Fire ProWrestling,GBA,2001,Fighting,Spike,0.13,,,,
Eternal Poison (JP sales),PS2,2008,Role-Playing,Banpresto,0.13,,,,
Mission: Impossible - Operation Surma,XB,2003,Platform,Atari,0.13,67,6.8,Paradigm Entertainment,T
Legendary,PS3,2008,Shooter,Atari,0.13,50,7.1,Spark Unlimited,M
Chuck E. Cheese's Game Room,DS,2010,Misc,UFO Interactive,0.13,,,UFO Interactive,E
MX 2002 Featuring Ricky Carmichael,XB,2001,Racing,THQ,0.13,74,,Pacific Coast Power & Light,E
Romance of the Three Kingdoms IV: Wall of Fire,PS,1995,Strategy,Tecmo Koei,0.13,,,,
Illusion of Gaia,SNES,1993,Role-Playing,Nintendo,0.13,,,,
Batman: Arkham Knight,PC,2015,Action,Warner Bros. Interactive Entertainment,0.13,70,2.5,"Rocksteady Studios, Iron Galaxy Studios",M
Disney's Kim Possible: Kimmunicator,DS,2005,Platform,Disney Interactive Studios,0.13,61,7.5,Artificial Mind and Movement,E
Mega Man Anniversary Collection,XB,2005,Platform,Capcom,0.13,80,9.2,Atomic Planet Entertainment,E
Sally's Salon,DS,2008,Simulation,Capcom,0.13,,,Capcom,E
Disruptor,PS,1995,Shooter,Interplay,0.13,,,,
Pro Evolution Soccer 2017,PS3,2016,Sports,Konami Digital Entertainment,0.13,,7.2,Konami,E
Zoobles! Spring to Life!,DS,2011,Misc,Activision,0.13,,,,
Diablo II,PC,2000,Role-Playing,Havas Interactive,0.13,88,8.8,Blizzard North,M
Shrek Smash n' Crash Racing,GC,2006,Racing,Activision,0.13,,3.1,Activision,E
F1 2011,PSV,2011,Racing,Codemasters,0.13,66,6.2,Codemasters,E
Drakengard 2,PS2,2005,Role-Playing,Ubisoft,0.13,58,5.5,Cavia Inc.,M
Ben 10 Galactic Racing,DS,2011,Racing,D3Publisher,0.13,,,Tantatus,E
Grand Knights History,PSP,2011,Role-Playing,Marvelous Interactive,0.13,,,Vanillaware,
Scene It? Bright Lights! Big Screen!,PS3,2009,Misc,Warner Bros. Interactive Entertainment,0.13,,,,
Harvest Moon DS (jp sales),DS,2005,Simulation,Rising Star Games,0.13,,,,
Castlevania: Legacy of Darkness,N64,1999,Platform,Konami Digital Entertainment,0.13,,,,
Sin and Punishment,N64,2000,Shooter,Nintendo,0.13,,,,
NBA Jam 2000,N64,1999,Sports,Acclaim Entertainment,0.13,,,,
Sonic Riders,XB,2006,Racing,Sega,0.13,56,8.1,Sonic Team,E
Shrek Super Party,XB,2002,Misc,TDK Mediactive,0.13,33,8,Mass Media,E
Venetica,X360,2010,Role-Playing,DTP Entertainment,0.13,42,7.3,Deck 13,T
Rally Fusion: Race of Champions,PS2,2002,Racing,Activision,0.13,73,,Climax Group,E
The House of the Dead,SAT,1997,Shooter,Sega,0.13,,,,
Transformers: Prime,WiiU,2012,Action,Activision,0.13,,,,
Persona 4: Arena,X360,2012,Fighting,Atlus,0.13,83,7.3,Arc System Works,T
Street Fighter IV,PC,N/A,Fighting,Capcom,0.13,91,8,Capcom,T
Cabela's Alaskan Adventure,X360,2006,Sports,Activision,0.13,48,5.6,FUN Labs,T
RealSports Volleyball,2600,1981,Sports,Atari,0.13,,,,
Heroes of the Pacific,XB,2005,Simulation,Codemasters,0.13,76,8.2,IR Gurus Interactive Ltd.,T
RollerCoaster Tycoon,XB,2003,Strategy,Atari,0.13,62,8.3,Atari,E
NightCaster,XB,2002,Action,Microsoft Game Studios,0.13,61,5.7,Jaleco Entertainment,T
FIFA World Cup Germany 2006,GC,2006,Sports,Electronic Arts,0.13,76,6.2,EA Canada,E
Space Camp,Wii,2009,Action,Activision,0.13,,6.2,7 Studios,E
Hitman 2: Silent Assassin,GC,2003,Action,Eidos Interactive,0.13,83,5.5,Io Interactive,M
Lovely Lisa and Friends,DS,2010,Simulation,Tomy Corporation,0.13,,,,
Digimon Racing,GBA,2004,Racing,Namco Bandai Games,0.13,62,,Griptonite Games,E
All Star Cheer Squad 2,Wii,2009,Sports,THQ,0.13,,,Gorilla Games,E
Ape Escape 3,PS2,2005,Platform,Sony Computer Entertainment,0.13,77,8.5,SCE Japan Studio,E10+
"Crouching Tiger, Hidden Dragon",PS2,2003,Action,Ubisoft,0.13,48,3.7,Light Weight,T
Final Fantasy XIV: Heavensward,PS4,2015,Action,Square Enix,0.13,86,7.6,Square Enix,T
Last Bronx,SAT,1996,Fighting,Sega,0.13,,,,
Secret Agent Clank,PSP,2008,Platform,Sony Computer Entertainment,0.13,72,7.8,High Impact Games,E10+
Barbie and the Three Musketeers,DS,2009,Adventure,Activision,0.13,,,WayForward,E
Science Papa,Wii,2009,Misc,Activision,0.13,,,Activision,E
Momotaro Douchuuki,SAT,1997,Misc,Hudson Soft,0.13,,,,
Iridion II,GBA,2003,Shooter,Vivendi Games,0.13,78,,Shin'en,E
Whiplash,PS2,2003,Racing,Eidos Interactive,0.13,66,8.7,Crystal Dynamics,T
007: Quantum of Solace,DS,2008,Action,Activision,0.13,65,,Vicarious Visions,T
Family Fortunes,Wii,2009,Misc,Mindscape,0.13,,,,
Borderlands: Double Game Add-On Pack,X360,2010,Shooter,Take-Two Interactive,0.13,,,Gearbox Software,M
Farming Simulator 2011,PC,2010,Simulation,N/A,0.13,,7,Giants Software,E
Watch Dogs,WiiU,2014,Action,Ubisoft,0.13,62,6.4,Ubisoft Romania,M
BlazBlue: Continuum Shift II,PSP,2011,Fighting,PQube,0.13,77,6.8,Arc System Works,T
Summon Night: Twin Age,DS,2007,Role-Playing,Banpresto,0.13,73,7.2,Flight-Plan,E10+
Spider-Man: Battle for New York,DS,2006,Platform,Activision,0.13,68,6.9,Torus Games,E10+
Pop'n Music Portable,PSP,2010,Misc,Konami Digital Entertainment,0.13,,,,
Nintendo Puzzle Collection,GC,N/A,Puzzle,Unknown,0.13,,,,
Destroy All Humans! Path of the Furon,X360,2008,Action,THQ,0.13,,,,
Army Men: Soldiers of Misfortune,Wii,2008,Shooter,Zoo Games,0.13,,2.5,Big Blue Bubble Inc.,E
Game Party: Champions,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.13,24,3.5,"Phosphor Games Studio, LLC",E
Otogi: Myth of Demons,XB,2002,Action,Sega,0.13,80,8.5,From Software,T
Margot's Word Brain,Wii,2008,Puzzle,Zoo Digital Publishing,0.13,,,Slam Games,E10+
Peppa Pig: Fun and Games,Wii,2010,Misc,Ubisoft,0.13,,,,
Dreamworks 2-in-1 Party Pack,DS,2010,Misc,Activision,0.13,,,Activision,E
Alter Echo,PS2,2003,Shooter,THQ,0.13,62,7,Outrage Games,T
Walt Disney Pictures Presents: The Wild,GBA,2006,Platform,Disney Interactive Studios,0.13,,,,
Green Lantern: Rise of the Manhunters,3DS,2011,Action,Warner Bros. Interactive Entertainment,0.13,42,3.9,Griptonite Games,E10+
Puzzle de Harvest Moon,DS,2007,Puzzle,Natsume,0.13,41,6.3,Platinum Egg,E
Metal Max 3,DS,2010,Role-Playing,Enterbrain,0.13,,,,
Rock Band Track Pack Volume 1,PS2,2008,Misc,MTV Games,0.13,,,Harmonix Music Systems,T
Puyo Puyo!! 20th Anniversary,3DS,2011,Puzzle,Sega,0.13,,,,
My Baby: First Steps,Wii,2009,Simulation,SouthPeak Games,0.13,,,Dancing Dots,E
Namco Soccer Prime Goal,PS,1995,Sports,Sony Computer Entertainment,0.13,,,,
NBA 08,PS2,2007,Sports,Sony Computer Entertainment,0.13,59,,SCEA San Diego Studios,E
Monster Hunter Frontier Online,X360,2010,Role-Playing,Capcom,0.13,,,,
Shin Megami Tensei: Digital Devil Saga,PS2,2004,Role-Playing,Ghostlight,0.13,78,8.2,Atlus Co.,M
Deception IV: Blood Ties,PSV,2014,Action,Tecmo Koei,0.13,67,7.5,Koei Tecmo Games,M
Rango: The Video Game,X360,2011,Action,Electronic Arts,0.13,68,8,Behaviour Interactive,E10+
Assassination Classroom: Grand Siege on Kuro-sensei,3DS,2015,Action,Namco Bandai Games,0.13,,,,
Megamind: The Blue Defender,PSP,2010,Adventure,THQ,0.13,,,THQ,E10+
Puppies 3D,3DS,2011,Misc,Ubisoft,0.13,,,MTO,E
Cars 2,PSP,2011,Racing,Disney Interactive Studios,0.13,,,,
The Stronghold Collection,PC,2009,Strategy,Take-Two Interactive,0.13,,,Take-Two Interactive,T
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,PS2,2005,Misc,Sega,0.13,,,,
Mystic Ark,SNES,1995,Role-Playing,Enix Corporation,0.13,,,,
One Piece: Unlimited World Red,PSV,2014,Action,Namco Bandai Games,0.13,67,7.8,Ganbarion,T
The Price is Right 2010 Edition,DS,2009,Misc,Ubisoft,0.13,,,Ludia Inc.,E
Cabela's Dangerous Hunts 2009,PS3,2008,Sports,Activision Value,0.13,39,1.8,FUN Labs,T
Ty the Tasmanian Tiger 2: Bush Rescue,GBA,2004,Platform,Electronic Arts,0.13,63,,Krome Studios,E
Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004,Action,Konami Digital Entertainment,0.13,48,5.6,Konami,T
Tom Clancy's Splinter Cell: Double Agent,Wii,2006,Action,Ubisoft,0.13,61,7.4,Ubisoft Shanghai,M
LEGO Racers 2,PS2,2001,Racing,Electronic Arts,0.13,58,,Attention Software,E
Eat Lead: The Return of Matt Hazard,PS3,2009,Shooter,D3Publisher,0.13,51,6.5,Vicious Cycle,T
Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,2005,Action,Konami Digital Entertainment,0.13,,,,
Backyard Baseball,GC,2003,Sports,Infogrames,0.13,70,9.4,Humongous Entertainment,E
Star Wars: Lethal Alliance,PSP,2006,Action,Ubisoft,0.13,61,7,Ubisoft Montreal,T
Naruto Shippuden: Kizuna Drive,PSP,2010,Action,Namco Bandai Games,0.13,57,5,Premium Agency,T
Under Night In-Birth,PS3,2014,Fighting,Nippon Ichi Software,0.13,,,,
Sega GT,DC,2000,Racing,Sega,0.13,84,7.7,TOSE,E
Steel Battalion: Heavy Armor,X360,2012,Misc,Capcom,0.13,38,2.4,From Software,M
Green Lantern: Rise of the Manhunters,X360,2011,Action,Warner Bros. Interactive Entertainment,0.13,59,7.2,Double Helix Games,T
Legends of Wrestling,GC,2002,Fighting,Acclaim Entertainment,0.13,50,6.8,Acclaim,T
Fit in Six,PS3,2011,Sports,Ubisoft,0.13,,7,Blue Byte,E
Gunstar Heroes,GEN,1992,Shooter,Sega,0.13,,,,
All-Star Baseball 2004,XB,2003,Sports,Acclaim Entertainment,0.13,74,8.4,Acclaim,E
Tamagotchi no Pichi Pichi Omisecchi,DS,2010,Action,Namco Bandai Games,0.13,,,,
Shining Wind,PS2,2007,Role-Playing,Sega,0.13,,,,
Rock Band Track Pack Volume 2,PS3,2008,Misc,MTV Games,0.13,,,Harmonix Music Systems,T
Dokapon Kingdom,Wii,2008,Role-Playing,Sting,0.13,73,8.3,Sting,E10+
Onechanbara: Bikini Samurai Squad,X360,2006,Action,D3Publisher,0.13,39,6.4,Tamsoft,M
Portal Runner,PS2,2001,Platform,3DO,0.13,53,6.7,3DO,E
Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.13,,,,
Warriors Orochi 2,PS2,2008,Action,Tecmo Koei,0.13,52,8.5,Omega Force,T
Hyperdevotion Noire: Goddess Black Heart,PSV,2014,Role-Playing,Idea Factory,0.13,68,7.1,Sting,T
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005,Platform,Ubisoft,0.13,,,Phoenix Games Studio,E
Assault: Retribution,PS,1998,Action,Telstar,0.13,,,,
Sengoku Basara 3 Utage,Wii,2011,Action,Capcom,0.13,,,,
Spartan: Total Warrior,XB,2005,Action,Sega,0.13,73,8.8,Creative Assembly,M
City Crisis,PS2,2001,Simulation,Take-Two Interactive,0.13,63,6.2,Syscom,E
Zapper: One Wicked Cricket!,GC,2002,Platform,Infogrames,0.13,,,,
Smart Boy's Gameroom,DS,2007,Misc,505 Games,0.13,,,Starfish SD,E
Victorious: Time to Shine,X360,2011,Action,D3Publisher,0.13,,6.5,High Voltage Software,E
Star Wars: Clone Wars,XB,2003,Shooter,LucasArts,0.13,,,,
High Rollers Casino,XB,2004,Misc,Mud Duck Productions,0.13,,7.8,Virtual Toys,E
Advent Rising,XB,2005,Action,THQ,0.13,68,7.5,GlyphX Games,T
Surf Riders,PS,1999,Sports,Ubisoft,0.13,64,,ACOT,E
Torino 2006,PS2,2006,Sports,Take-Two Interactive,0.13,,,,
Nobunaga no Yabou: Ranseiki,PS2,2002,Strategy,Tecmo Koei,0.13,,,,
Derby Stallion Advance,GBA,2002,Sports,Enterbrain,0.13,,,,
The X-Factor,PS3,2010,Misc,Deep Silver,0.13,,,,
Monopoly Party,GC,2002,Misc,Infogrames,0.13,,,,
Snood,GBA,2001,Puzzle,"Destination Software, Inc",0.13,68,,Rebellion,E
TOCA Race Driver 2: Ultimate Racing Simulator,XB,2004,Racing,Codemasters,0.13,,,,
Monster Jam: Urban Assault,PS2,2008,Racing,Activision,0.13,,,Torus Games,E
DT Racer,PS2,2005,Racing,XS Games,0.13,,3.8,Axis Entertainment,E
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,2013,Sports,Sega,0.13,,,,
World Cup Golf: Professional Edition,PS,1995,Sports,U.S. Gold,0.13,,,,
NBA 2K13,WiiU,2012,Sports,Take-Two Interactive,0.13,85,7,Visual Concepts,E
Black Dawn,PS,1996,Simulation,Virgin Interactive,0.13,,,,
428: Fuusa Sareta Shibuya de,Wii,2008,Adventure,Sega,0.13,,,,
7 Wonders of the Ancient World,DS,2007,Puzzle,Funsta,0.13,60,8.3,Hot Lava Games,E
Kelly Slater's Pro Surfer,GBA,2002,Sports,Activision,0.13,72,,HotGen,E
Top Shot Arcade,Wii,2011,Shooter,Activision,0.13,,,Activision,T
Warriors of Might and Magic,PS,2001,Adventure,3DO,0.13,,,,
Twister Mania,X360,2011,Misc,505 Games,0.13,,,"Majesco Games, Majesco",E
Drome Racers,PS2,2002,Racing,Electronic Arts,0.13,57,,Attention To Detail,E
Gungnir: Mayari no Gunshin to Eiyuu Sensou,PSP,2011,Role-Playing,Atlus,0.13,,,,
X-Men: Next Dimension,GC,2002,Fighting,Activision,0.13,63,8.2,Exakt,T
Dynasty Warriors 5 Empires,X360,2006,Action,Tecmo Koei,0.13,61,8.2,Omega Force,T
Fuse (Insomniac),X360,2013,Shooter,Electronic Arts,0.13,,,,
WipeOut 3 The Game,WiiU,2012,Action,Activision,0.13,,,,
7th Dragon 2020-II,PSP,2013,Role-Playing,Sega,0.13,,,,
Doukyuusei 2,SAT,1997,Role-Playing,NEC Interchannel,0.13,,,,
Aikatsu! 365 Idol Days,3DS,2014,Adventure,Namco Bandai Games,0.13,,,,
SkullMonkeys,PS,1998,Platform,DreamWorks Interactive,0.13,,,,
Burnout,XB,2002,Racing,Acclaim Entertainment,0.13,75,6.6,Criterion Games,E
Baroque,PS2,2007,Role-Playing,Rising Star Games,0.13,60,8.8,Sting,T
SBK 2011: FIM Superbike World Championship,PS3,2011,Racing,Black Bean Games,0.13,,,,
Jurassic: The Hunted,X360,2009,Shooter,Activision,0.13,60,7.2,Activision,T
Dynasty Warriors: Gundam Reborn,PSV,2013,Action,Namco Bandai Games,0.13,,,,
Little Battlers eXperience: Wars,3DS,2013,Strategy,Level 5,0.13,,,,
DreamWorks Super Star Kartz,DS,2011,Racing,Activision,0.13,,,Virtuos,E
Hour of Victory,X360,2007,Shooter,Midway Games,0.13,37,3,Nfusion,T
Indianapolis 500 Legends,Wii,2007,Racing,Destineer,0.13,47,6.7,Torus Games,E
NBA Ballers: Phenom,XB,2006,Sports,Midway Games,0.13,70,,Midway,E
Shimano Xtreme Fishing,Wii,2009,Sports,Mastiff,0.13,,,eV Interactive,T
Crash Tag Team Racing,XB,2005,Racing,Vivendi Games,0.13,69,7.8,Radical Entertainment,E10+
Freedom Fighters,GC,2003,Shooter,Electronic Arts,0.13,83,7.8,Io Interactive,T
Yu-Gi-Oh! GX: Tag Force,PSP,2006,Strategy,Konami Digital Entertainment,0.13,,,,
NBA 2K17,PS3,2016,Sports,Take-Two Interactive,0.13,,2,2K Games,E
Mega Man X Collection,GC,2006,Misc,Capcom,0.13,75,9.2,Capcom,E
Left Brain Right Brain 2,DS,2008,Misc,Majesco Entertainment,0.13,51,,Kokolo Corporation,E
Detana TwinBee Yahho! Deluxe Pack,SAT,1995,Shooter,Konami Digital Entertainment,0.13,,,,
Last Ranker,PSP,2010,Role-Playing,Capcom,0.13,,,,
Quantum Redshift,XB,2002,Racing,Microsoft Game Studios,0.13,70,8.1,Curly Monsters,T
The History Channel: Great Battles - Medieval,X360,2010,Strategy,Slitherine Software,0.13,,,,
Smash Court Tennis Pro Tournament 2,PS2,2004,Sports,Sony Computer Entertainment,0.13,74,9.1,Namco,E
Brothers in Arms: Double Time,Wii,2008,Shooter,Ubisoft,0.13,45,6.6,Gearbox Software,M
Legends of Wrestling II,XB,2002,Fighting,Acclaim Entertainment,0.13,62,,Acclaim,T
Power Pro Kun Pocket 13,DS,2010,Sports,Konami Digital Entertainment,0.13,,,,
Armed and Dangerous,XB,2003,Shooter,LucasArts,0.13,79,7.2,Planet Moon Studios,T
Football Manager 2012,PSP,2011,Sports,Sega,0.13,,,,
Project CARS,PC,2015,Racing,Slightly Mad Studios,0.13,83,7.1,Slightly Mad Studios,E
Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009,Action,Ubisoft,0.13,36,4.8,Ubisoft,E10+
World Soccer Winning Eleven 2002,PS,2002,Sports,Konami Digital Entertainment,0.13,,,,
Actua Tennis,PS,1997,Sports,Gremlin Interactive Ltd,0.13,,,,
Monster Truck Madness,GBA,2003,Racing,THQ,0.12,75,,Tantalus Interactive,E
Resident Evil,PS3,2006,Action,Capcom,0.12,,,,
Sonic Jam,SAT,1997,Platform,Sega,0.12,,,,
Puella Magi Madoka Magica Portable,PSP,2012,Role-Playing,Namco Bandai Games,0.12,,,,
Peter Jacobsen's Golden Tee Golf,PS,2000,Sports,Infogrames,0.12,,,,
Space Bust-A-Move,DS,2008,Puzzle,Square Enix,0.12,71,,Taito Corporation,E
Avatar: The Last Airbender - Into the Inferno,DS,2008,Adventure,THQ,0.12,,,,
Deadpool,XOne,2015,Action,Activision,0.12,,5.7,High Moon Studios,M
Disney's Atlantis: The Lost Empire,GBA,2001,Platform,THQ,0.12,,,3d6 Games,E
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,1998,Sports,Sega,0.12,,,,
Just Cause 2,PC,2010,Action,Square Enix,0.12,84,7.7,Avalanche Studios,M
Crush3D,3DS,2012,Platform,Sega,0.12,71,7.4,Zoe Mode,E10+
LEGO Marvel's Avengers,PSV,2016,Action,Warner Bros. Interactive Entertainment,0.12,,6.6,TT Games,E10+
High Velocity: Mountain Racing Challenge,SAT,1995,Racing,Atlus,0.12,,,,
NeverDead,PS3,2012,Shooter,Konami Digital Entertainment,0.12,50,4.7,Rebellion,M
Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001,Fighting,Capcom,0.12,,,,
Criticom,PS,1996,Fighting,Vic Tokai,0.12,,,,
Mega Man X: Command Mission,GC,2004,Role-Playing,Capcom,0.12,67,7.3,Capcom,E
Charm Girls Club: My Fashion Mall,DS,N/A,Simulation,Unknown,0.12,,,Electronic Arts,E
SCORE International Baja 1000: The Official Game,X360,2008,Racing,Activision,0.12,,,,
Deepak Chopra's Leela,Wii,2011,Misc,THQ,0.12,,,Curious Pictures,E
Need for Speed: ProStreet,DS,2007,Racing,Electronic Arts,0.12,74,7.4,Exient Entertainment,E
DiRT Rally,XOne,2016,Racing,Codemasters,0.12,86,8,Codemasters,E
NHL 2K7,PS3,2006,Sports,Take-Two Interactive,0.12,79,6.6,Kush Games,E10+
Go Play: Circus Star,Wii,2009,Action,Majesco Entertainment,0.12,,,N-Fusion Interactive Entertainment Corp.,E10+
Worms 3D,PS2,2003,Strategy,Sega,0.12,70,7.8,Team 17,T
Gladiator Begins,PSP,2010,Action,PQube,0.12,59,8,Acquire,M
Clock Tower: The First Fear,PS,1997,Adventure,Human Entertainment,0.12,,,,
Sleeping Dogs,PC,2012,Action,Square Enix ,0.12,81,8.2,United Front Games,M
Kidou Senshi Gundam Seed Battle Destiny,PSV,2012,Action,Namco Bandai Games,0.12,,,,
Diner Dash: Sizzle & Serve,PSP,2007,Puzzle,Eidos Interactive,0.12,,,,
Impossible Mission,DS,2007,Platform,System 3 Arcade Software,0.12,61,4.8,System 3,E
"Kilari: Na-san, Mon Meilleur Ami",DS,2006,Simulation,Konami Digital Entertainment,0.12,,,,
Strikers 1945,PS,1998,Shooter,Midas Interactive Entertainment,0.12,63,8.2,Psikyo,E
Ochaken no Heya DS,DS,2006,Simulation,MTO,0.12,,,,
Fire ProWrestling S: 6Men Scramble,SAT,1996,Fighting,Human Entertainment,0.12,,,,
Galidor: Defenders of the Outer Dimension,GBA,2002,Action,Electronic Arts,0.12,53,,Tiertex Design Studios,E
Pryzm Chapter One: The Dark Unicorn,PS2,2002,Adventure,TDK Mediactive,0.12,59,5.2,Digital Illusions,T
Gundam Battle Royale,PSP,2006,Action,Namco Bandai Games,0.12,,,,
F1 2016 (Codemasters),XOne,2016,Racing,Codemasters,0.12,,,,
Eat Lead: The Return of Matt Hazard,X360,2009,Shooter,D3Publisher,0.12,53,7,Vicious Cycle,T
Karaoke Revolution,X360,2009,Misc,Konami Digital Entertainment,0.12,62,,Blitz Games Studios,T
Zen-Nippon Pro Wrestling: Ouja no Kon,PS,1999,Fighting,Human Entertainment,0.12,,,,
NASCAR 2005: Chase for the Cup,GC,2004,Racing,Electronic Arts,0.12,,,,
Are You Smarter than a 5th Grader? Game Time,X360,2009,Puzzle,THQ,0.12,,1.3,ImaginEngine,E
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,2008,Misc,D3Publisher,0.12,,,,
Guilty Gear X,PS2,2001,Fighting,Sammy Corporation,0.12,79,7.8,Arc System Works,T
